,auth_a,name,cnt,YouthMapper1,institution1,YouthMapper,institution
960,brublanc,magiraud,2,True,texas tech university,False,unknown
961,danielzyt,magiraud,4038,True,busitema university,False,unknown
962,lisa marie owen,magiraud,5,False,unknown,False,unknown
963,brublanc,maptain haddock,2499,True,texas tech university,False,unknown
964,evendene,maptain haddock,4,False,unknown,False,unknown
965,la_nenemini,maptain haddock,1414,True,universidad nacional de ingenieria,False,unknown
966,brublanc,naltizer,609,True,texas tech university,False,unknown
967,brublanc,pkodame,50,True,texas tech university,True,university of cape coast
968,enock4seth,pkodame,16,True,university of mines and technology,True,university of cape coast
969,kwaku_boateng,pkodame,36,True,university of cape coast,True,university of cape coast
970,nabulo carol,pkodame,178,True,uganda christian university - mbale university college,True,university of cape coast
971,brublanc,stella lee,264,True,texas tech university,False,unknown
972,la_nenemini,stella lee,1,True,universidad nacional de ingenieria,False,unknown
973,brublanc,sumit bikram rana,310,True,texas tech university,False,unknown
974,bvivi,sumit bikram rana,75,False,unknown,False,unknown
975,lani_martin,sumit bikram rana,5359,True,george mason university,False,unknown
976,maptain haddock,sumit bikram rana,262,False,unknown,False,unknown
977,nwasi,sumit bikram rana,1445,False,unknown,False,unknown
978,brublanc,vishwesh_s_h,1655,True,texas tech university,False,unknown
979,brublanc,zemin dhanani,626,True,texas tech university,False,unknown
980,bvivi,zemin dhanani,81,False,unknown,False,unknown
981,lani_martin,zemin dhanani,7694,True,george mason university,False,unknown
982,nwasi,zemin dhanani,4123,False,unknown,False,unknown
983,richard dalmat,zemin dhanani,20,True,busitema university,False,unknown
984,sumit bikram rana,zemin dhanani,9530,False,unknown,False,unknown
985,burak kolukısa,richrico,3,False,unknown,False,unknown
986,bvivi,netondo,3,False,unknown,True,busitema university
987,danielzyt,netondo,1,True,busitema university,True,busitema university
988,hills95,netondo,10,True,uganda christian university - mbale university college,True,busitema university
989,kaluba micheal,netondo,13,True,busitema university,True,busitema university
990,bvivi,tukei,32,False,unknown,True,uganda christian university - mbale university college
991,hills95,tukei,691,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
992,netondo,tukei,191,True,busitema university,True,uganda christian university - mbale university college
993,nielkrokodil,tukei,80,False,unknown,True,uganda christian university - mbale university college
994,nuru_kalulunga,tukei,26,False,unknown,True,uganda christian university - mbale university college
995,shamillah,tukei,10,True,busitema university,True,uganda christian university - mbale university college
996,cagatay_binici,mike140,1,False,unknown,False,unknown
997,cagatay_binici,scarletazure,9,False,unknown,False,unknown
998,cihanbirtan,scarletazure,159,False,unknown,False,unknown
999,dogucantapan,scarletazure,8,False,unknown,False,unknown
1000,dorukerg,scarletazure,6,False,unknown,False,unknown
1001,hasan hüseyin hacıyusufoğlu,scarletazure,26,False,unknown,False,unknown
1002,kostik,scarletazure,2,False,unknown,False,unknown
1003,march four,scarletazure,2,False,unknown,False,unknown
1004,murat besler,scarletazure,5,False,unknown,False,unknown
1005,nesim,scarletazure,35,False,unknown,False,unknown
1006,oğuz bey,scarletazure,1,False,unknown,False,unknown
1007,cagatay_binici,unen,17,False,unknown,False,unknown
1008,hasan hüseyin hacıyusufoğlu,unen,7,False,unknown,False,unknown
1009,ilaydas,unen,5,False,unknown,False,unknown
1010,kostik,unen,1,False,unknown,False,unknown
1011,nesim,unen,119,False,unknown,False,unknown
1012,scarletazure,unen,18,False,unknown,False,unknown
1013,setenay,unen,54,False,unknown,False,unknown
1014,calfarome,fliant,14,False,unknown,True,kumi university
1015,camillae,pauline macharia,40,False,unknown,True,dedan kimathi university of technology
1016,elyseelyse,pauline macharia,213,False,unknown,True,dedan kimathi university of technology
1017,camillae,zetel,20,False,unknown,False,unknown
1018,elyseelyse,zetel,11,False,unknown,False,unknown
1019,pauline macharia,zetel,224,True,dedan kimathi university of technology,False,unknown
1020,tars4815,zetel,20,True,politecnico di milano,False,unknown
1021,carau,hollyallaway1,1,False,unknown,False,unknown
1022,carau,itsukishindo,261,False,unknown,True,university of south carolina
1023,hollyallaway1,itsukishindo,183,False,unknown,True,university of south carolina
1024,carau,mapmaker lp,3,False,unknown,True,university of south carolina
1025,itsukishindo,mapmaker lp,105209,True,university of south carolina,True,university of south carolina
1026,cartoglee,elia dominic,28,False,unknown,False,unknown
1027,cartoglee,nuru_kalulunga,32,False,unknown,False,unknown
1028,dygeza,nuru_kalulunga,30,True,uganda christian university - mbale university college,False,unknown
1029,esunget,nuru_kalulunga,15,True,uganda christian university - mbale university college,False,unknown
1030,georgeous,nuru_kalulunga,78,True,uganda christian university - mbale university college,False,unknown
1031,hills95,nuru_kalulunga,159,True,uganda christian university - mbale university college,False,unknown
1032,moses kitwi,nuru_kalulunga,1,True,uganda christian university - mbale university college,False,unknown
1033,nabulo carol,nuru_kalulunga,268,True,uganda christian university - mbale university college,False,unknown
1034,ceylanoz,engkrg,9,False,unknown,False,unknown
1035,ceylanoz,ufukari,13,False,unknown,False,unknown
1036,chiaraponti,teteka,162,True,politecnico di milano,False,unknown
1037,hills95,teteka,108,True,uganda christian university - mbale university college,False,unknown
1038,lorenzostucchi,teteka,144,True,politecnico di milano,False,unknown
1039,tars4815,teteka,249,True,politecnico di milano,False,unknown
1040,chomba chishala,herr_flupke,16,True,the university of zambia,False,unknown
1041,chrislaf,ingrid k,1,False,unknown,True,makerere university
1042,christer1,nea123,1,False,unknown,False,unknown
1043,christer1,suny geneseo gis association,6,False,unknown,False,unknown
1044,lani_martin,suny geneseo gis association,129,True,george mason university,False,unknown
1045,chukwumaa,valerie nwakusor,72,False,unknown,False,unknown
1046,olatubosun,valerie nwakusor,51,True,the george washington university,False,unknown
1047,cihanbirtan,march four,65,False,unknown,False,unknown
1048,hasan hüseyin hacıyusufoğlu,march four,1,False,unknown,False,unknown
1049,cihanbirtan,oğuz bey,79,False,unknown,False,unknown
1050,citymapperhq,imp_gl,1,False,unknown,False,unknown
1051,dagliselim,ezgicardakli,3,False,unknown,False,unknown
1052,dagliselim,kshuseyin,15,False,unknown,False,unknown
1053,dalkeith,hobgoblin,2,False,unknown,False,unknown
1054,danieleoxoli,fede_stat,18,True,politecnico di milano,False,unknown
1055,danieleoxoli,giulia corona,12,True,politecnico di milano,False,unknown
1056,fede_stat,giulia corona,8,False,unknown,False,unknown
1057,frafra,giulia corona,4,True,politecnico di milano,False,unknown
1058,danieleoxoli,henkinator023,8,True,politecnico di milano,False,unknown
1059,danielzyt,dygeza,1,True,busitema university,True,uganda christian university - mbale university college
1060,danielzyt,emilybarham,2,True,busitema university,False,unknown
1061,danielzyt,ftcat,372,True,busitema university,False,unknown
1062,danielzyt,gabi35,8,True,busitema university,False,unknown
1063,danielzyt,geertnys,76,True,busitema university,False,unknown
1064,danielzyt,h1234,23,True,busitema university,False,unknown
1065,elkueb,h1234,22,False,unknown,False,unknown
1066,danielzyt,heijunka,6,True,busitema university,False,unknown
1067,danielzyt,hillary mumbere,996,True,busitema university,False,unknown
1068,danielzyt,houston_mapper1,1165,True,busitema university,False,unknown
1069,danielzyt,htusiime,301,True,busitema university,False,unknown
1070,hills95,htusiime,611,True,uganda christian university - mbale university college,False,unknown
1071,danielzyt,iidaut,212,True,busitema university,False,unknown
1072,gabi35,iidaut,12,False,unknown,False,unknown
1073,hills95,iidaut,3830,True,uganda christian university - mbale university college,False,unknown
1074,danielzyt,imambasofi,1102,True,busitema university,False,unknown
1075,danielzyt,joeclmbr,1981,True,busitema university,False,unknown
1076,danielzyt,kaatchristowitz,199,True,busitema university,False,unknown
1077,judithkamugisha,kaatchristowitz,29,True,makerere university,False,unknown
1078,danielzyt,kahembi,899,True,busitema university,False,unknown
1079,juweni,kahembi,24,True,gulu university,False,unknown
1080,danielzyt,keuber patrick,1465,True,busitema university,False,unknown
1081,hills95,keuber patrick,79,True,uganda christian university - mbale university college,False,unknown
1082,danielzyt,kokaz,145,True,busitema university,False,unknown
1083,danielzyt,liisaha,27,True,busitema university,False,unknown
1084,hills95,liisaha,51,True,uganda christian university - mbale university college,False,unknown
1085,danielzyt,lisa marie owen,15,True,busitema university,False,unknown
1086,danielzyt,marco443,9,True,busitema university,False,unknown
1087,judithkamugisha,marco443,5083,True,makerere university,False,unknown
1088,knihovnik,marco443,864,False,unknown,False,unknown
1089,lemnis,marco443,3,False,unknown,False,unknown
1090,libor bednarik,marco443,440,False,unknown,False,unknown
1091,danielzyt,markus jylhä,6955,True,busitema university,False,unknown
1092,hills95,markus jylhä,72,True,uganda christian university - mbale university college,False,unknown
1093,jkmakowka,markus jylhä,56,False,unknown,False,unknown
1094,lemnis,markus jylhä,219,False,unknown,False,unknown
1095,danielzyt,marrien,200,True,busitema university,False,unknown
1096,danielzyt,mconant,1891,True,busitema university,True,texas tech university
1097,gctreasurer,mconant,11771,False,unknown,True,texas tech university
1098,lmitch888,mconant,59,False,unknown,True,texas tech university
1099,danielzyt,mhoang,360,True,busitema university,False,unknown
1100,marvin bergner,mhoang,99,False,unknown,False,unknown
1101,danielzyt,mszuhan,9,True,busitema university,False,unknown
1102,gabi35,mszuhan,3,False,unknown,False,unknown
1103,hills95,mszuhan,41,True,uganda christian university - mbale university college,False,unknown
1104,danielzyt,nateheard,19,True,busitema university,False,unknown
1105,danielzyt,nawinecoff,212,True,busitema university,True,california university of pennsylvania
1106,hills95,nawinecoff,4885,True,uganda christian university - mbale university college,True,california university of pennsylvania
1107,naturinda,nawinecoff,2304,True,makerere university,True,california university of pennsylvania
1108,danielzyt,nelephant,40,True,busitema university,False,unknown
1109,hills95,nelephant,131,True,uganda christian university - mbale university college,False,unknown
1110,naturinda,nelephant,9,True,makerere university,False,unknown
1111,danielzyt,nifemi salami,361,True,busitema university,False,unknown
1112,elkueb,nifemi salami,60,False,unknown,False,unknown
1113,hills95,nifemi salami,12,True,uganda christian university - mbale university college,False,unknown
1114,manirakiza moses,nifemi salami,1,True,busitema university,False,unknown
1115,danielzyt,noyprd,87,True,busitema university,False,unknown
1116,danielzyt,okwang stephen,113839,True,busitema university,True,busitema university
1117,naturinda,okwang stephen,2224,True,makerere university,True,busitema university
1118,danielzyt,ottor,96,True,busitema university,False,unknown
1119,eboney,ottor,12,False,unknown,False,unknown
1120,danielzyt,overday@gis,22,True,busitema university,False,unknown
1121,hills95,overday@gis,212,True,uganda christian university - mbale university college,False,unknown
1122,juweni,overday@gis,8,True,gulu university,False,unknown
1123,danielzyt,paradox24,2,True,busitema university,False,unknown
1124,murungi christopher,paradox24,6,False,unknown,False,unknown
1125,danielzyt,petou,398,True,busitema university,False,unknown
1126,danielzyt,philippe w,1,True,busitema university,False,unknown
1127,gabi35,philippe w,27,False,unknown,False,unknown
1128,hills95,philippe w,11,True,uganda christian university - mbale university college,False,unknown
1129,kaluba micheal,philippe w,1,True,busitema university,False,unknown
1130,mszuhan,philippe w,10,False,unknown,False,unknown
1131,mugabi henry,philippe w,295,True,busitema university,False,unknown
1132,danielzyt,piilan1,1863,True,busitema university,False,unknown
1133,hills95,piilan1,132,True,uganda christian university - mbale university college,False,unknown
1134,keuber patrick,piilan1,23,False,unknown,False,unknown
1135,mjaia,piilan1,85,False,unknown,False,unknown
1136,mugabi henry,piilan1,175,True,busitema university,False,unknown
1137,danielzyt,pinja-liina,4,True,busitema university,False,unknown
1138,elkueb,pinja-liina,22,False,unknown,False,unknown
1139,hills95,pinja-liina,1,True,uganda christian university - mbale university college,False,unknown
1140,liisaha,pinja-liina,41,False,unknown,False,unknown
1141,danielzyt,rab,7,True,busitema university,False,unknown
1142,daryr,rab,10,False,unknown,False,unknown
1143,hills95,rab,97,True,uganda christian university - mbale university college,False,unknown
1144,nabulo carol,rab,13038,True,uganda christian university - mbale university college,False,unknown
1145,danielzyt,robbanda,42,True,busitema university,False,unknown
1146,juweni,robbanda,30,True,gulu university,False,unknown
1147,nabulo carol,robbanda,16,True,uganda christian university - mbale university college,False,unknown
1148,danielzyt,rofiqoh,681,True,busitema university,False,unknown
1149,hills95,rofiqoh,1833,True,uganda christian university - mbale university college,False,unknown
1150,lani_martin,rofiqoh,427,True,george mason university,False,unknown
1151,nabulo carol,rofiqoh,15389,True,uganda christian university - mbale university college,False,unknown
1152,danielzyt,russdeffner,55,True,busitema university,False,unknown
1153,hills95,russdeffner,54,True,uganda christian university - mbale university college,False,unknown
1154,mutenyo joan,russdeffner,1,True,uganda christian university - mbale university college,False,unknown
1155,danielzyt,scalpag,24,True,busitema university,False,unknown
1156,danielzyt,sophie 5,108,True,busitema university,False,unknown
1157,danielzyt,sunrich,54,True,busitema university,False,unknown
1158,hawa adinani,sunrich,3,False,unknown,False,unknown
1159,kombe1207,sunrich,12,True,university of dar es salaam,False,unknown
1160,danielzyt,swardshenton,76,True,busitema university,False,unknown
1161,philippe w,swardshenton,43,False,unknown,False,unknown
1162,danielzyt,thenodewarrior,72,True,busitema university,False,unknown
1163,danielzyt,therealetienne,868,True,busitema university,False,unknown
1164,elkueb,therealetienne,2,False,unknown,False,unknown
1165,h1234,therealetienne,1,False,unknown,False,unknown
1166,danielzyt,trevordodge,928,True,busitema university,False,unknown
1167,danielzyt,upendrakarukonda,10,True,busitema university,False,unknown
1168,hills95,upendrakarukonda,760,True,uganda christian university - mbale university college,False,unknown
1169,nabulo carol,upendrakarukonda,574,True,uganda christian university - mbale university college,False,unknown
1170,nielkrokodil,upendrakarukonda,1,False,unknown,False,unknown
1171,danielzyt,wava stella,4,True,busitema university,True,makerere university
1172,klain890,wava stella,1,True,busitema university,True,makerere university
1173,danielzyt,wazzonas,1390,True,busitema university,False,unknown
1174,danielzyt,yeta,1473,True,busitema university,False,unknown
1175,danielzyt,yogendra86,8,True,busitema university,False,unknown
1176,shamillah,yogendra86,48,True,busitema university,False,unknown
1177,danielzyt,zygmunt czykieta,180,True,busitema university,False,unknown
1178,magiraud,zygmunt czykieta,8,False,unknown,False,unknown
1179,dankpoet,ericdose,16,False,unknown,False,unknown
1180,dankpoet,jasper_w,50,False,unknown,False,unknown
1181,ericdose,jasper_w,5,False,unknown,False,unknown
1182,dankpoet,karanjaelijah,12459,False,unknown,True,dedan kimathi university of technology
1183,ericdose,karanjaelijah,1503,False,unknown,True,dedan kimathi university of technology
1184,jasper_w,karanjaelijah,4805,False,unknown,True,dedan kimathi university of technology
1185,dankpoet,kitol,9,False,unknown,False,unknown
1186,jasper_w,kitol,4,False,unknown,False,unknown
1187,karanjaelijah,kitol,202,True,dedan kimathi university of technology,False,unknown
1188,dankpoet,panieravide,18,False,unknown,False,unknown
1189,ericdose,panieravide,4,False,unknown,False,unknown
1190,jasper_w,panieravide,11,False,unknown,False,unknown
1191,karanjaelijah,panieravide,108,True,dedan kimathi university of technology,False,unknown
1192,dankpoet,piaco_dk,3,False,unknown,False,unknown
1193,libor bednarik,piaco_dk,268,False,unknown,False,unknown
1194,michael montani,piaco_dk,4,True,politecnico di milano,False,unknown
1195,dankpoet,rudie_ironman,71,False,unknown,False,unknown
1196,ericdose,rudie_ironman,14,False,unknown,False,unknown
1197,jasper_w,rudie_ironman,42,False,unknown,False,unknown
1198,karanjaelijah,rudie_ironman,389,True,dedan kimathi university of technology,False,unknown
1199,panieravide,rudie_ironman,12,False,unknown,False,unknown
1200,dankpoet,sagaml,21,False,unknown,False,unknown
1201,ericdose,sagaml,2,False,unknown,False,unknown
1202,jasper_w,sagaml,6,False,unknown,False,unknown
1203,karanjaelijah,sagaml,2468,True,dedan kimathi university of technology,False,unknown
1204,kitol,sagaml,3,False,unknown,False,unknown
1205,panieravide,sagaml,4,False,unknown,False,unknown
1206,rudie_ironman,sagaml,10,False,unknown,False,unknown
1207,dankpoet,yli222,1,False,unknown,False,unknown
1208,naturinda,yli222,63,True,makerere university,False,unknown
1209,danolad,hokieg3n1us,296,True,federal university of technology - akure,False,unknown
1210,danolad,marion barry,79,True,federal university of technology - akure,False,unknown
1211,danolad,max planck,166,True,federal university of technology - akure,False,unknown
1212,marion barry,max planck,13,False,unknown,False,unknown
1213,danolad,philipvanzyl,60,True,federal university of technology - akure,False,unknown
1214,marion barry,philipvanzyl,9,False,unknown,False,unknown
1215,danolad,sydneymcdonald22,2284,True,federal university of technology - akure,False,unknown
1216,danolad,wo gehen wir hin,188,True,federal university of technology - akure,False,unknown
1217,marion barry,wo gehen wir hin,43,False,unknown,False,unknown
1218,max planck,wo gehen wir hin,18,False,unknown,False,unknown
1219,philipvanzyl,wo gehen wir hin,33,False,unknown,False,unknown
1220,dar44,ismaeldiarria,3,False,unknown,False,unknown
1221,edvac,ismaeldiarria,6,False,unknown,False,unknown
1222,daryr,elsombregreco,3,False,unknown,False,unknown
1223,dosandriani,elsombregreco,2,False,unknown,False,unknown
1224,daryr,gino411,7,False,unknown,False,unknown
1225,daryr,michael63,17,False,unknown,False,unknown
1226,dave stanley,gregory williams,7,False,unknown,False,unknown
1227,denisju,kragon77,18,False,unknown,False,unknown
1228,dianatcarevskaia,tomm4,188,False,unknown,True,california university of pennsylvania
1229,hills95,tomm4,48,True,uganda christian university - mbale university college,True,california university of pennsylvania
1230,poppyflowers,tomm4,46,False,unknown,True,california university of pennsylvania
1231,diegoestebanz,kyle snyder,1,False,unknown,False,unknown
1232,dmgroom_ct,robert whittaker,35,False,unknown,False,unknown
1233,dogucantapan,dorukerg,3,False,unknown,False,unknown
1234,driftraf,harg,3,False,unknown,False,unknown
1235,driftraf,mattfromderby,2,False,unknown,False,unknown
1236,dygeza,georgeous,55,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1237,esunget,georgeous,33,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1238,eastender,maclondon,18,False,unknown,False,unknown
1239,evan odell,maclondon,13,False,unknown,False,unknown
1240,eastender,russ,8,False,unknown,False,unknown
1241,evan odell,russ,10,False,unknown,False,unknown
1242,maclondon,russ,222,False,unknown,False,unknown
1243,pedds,russ,64,False,unknown,False,unknown
1244,peregrination,russ,112,False,unknown,False,unknown
1245,plexi32,russ,10,False,unknown,False,unknown
1246,edgar collins,kongamato,4,True,busitema university,False,unknown
1247,edgar collins,moses kitwi,1,True,busitema university,True,uganda christian university - mbale university college
1248,hills95,moses kitwi,110,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1249,mahabala henry,moses kitwi,5,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1250,edss,mcheckimport,22,False,unknown,False,unknown
1251,frafra,mcheckimport,328,True,politecnico di milano,False,unknown
1252,edvac,maxime284,2,False,unknown,False,unknown
1253,elkueb,lindatina,6,False,unknown,False,unknown
1254,elkueb,willemr,17,False,unknown,False,unknown
1255,lindatina,willemr,15,False,unknown,False,unknown
1256,manirakiza moses,willemr,5,True,busitema university,False,unknown
1257,emily glaeser,geocrazy,433,True,texas tech university,False,unknown
1258,emily glaeser,mir76,267,True,texas tech university,False,unknown
1259,geocrazy,mir76,1,False,unknown,False,unknown
1260,equilibrium000,salami haruna olalekan,45,False,unknown,True,federal university of technology - akure
1261,geosmart,salami haruna olalekan,63,False,unknown,True,federal university of technology - akure
1262,ratrun,salami haruna olalekan,11,False,unknown,True,federal university of technology - akure
1263,esunget,lakwera,7,True,uganda christian university - mbale university college,True,gulu university
1264,evan odell,pedds,8,False,unknown,False,unknown
1265,maclondon,pedds,53,False,unknown,False,unknown
1266,evan odell,plexi32,1,False,unknown,False,unknown
1267,maclondon,plexi32,4,False,unknown,False,unknown
1268,peregrination,plexi32,7,False,unknown,False,unknown
1269,ezgicardakli,oguzhantutar,121,False,unknown,False,unknown
1270,fatisya ilani yusuf,tasauf1980,51,False,unknown,False,unknown
1271,hills95,tasauf1980,67,True,uganda christian university - mbale university college,False,unknown
1272,nabulo carol,tasauf1980,256,True,uganda christian university - mbale university college,False,unknown
1273,felix12,raducu1978,13,True,uganda christian university - mbale university college,False,unknown
1274,hills95,raducu1978,134,True,uganda christian university - mbale university college,False,unknown
1275,kaluba micheal,raducu1978,24,True,busitema university,False,unknown
1276,frafra,gertrude aj,70,True,politecnico di milano,False,unknown
1277,frafra,henkpunt-hot,36,True,politecnico di milano,False,unknown
1278,frafra,isimon,9,True,politecnico di milano,False,unknown
1279,frafra,klenje,11,True,politecnico di milano,False,unknown
1280,frafra,lusirto,5,True,politecnico di milano,False,unknown
1281,frafra,moradon,53,True,politecnico di milano,False,unknown
1282,lusirto,moradon,191,False,unknown,False,unknown
1283,frafra,nikolas von randow,4,True,politecnico di milano,False,unknown
1284,lusirto,nikolas von randow,10,False,unknown,False,unknown
1285,moradon,nikolas von randow,61,False,unknown,False,unknown
1286,francoerbi41,roys2728,12,False,unknown,False,unknown
1287,lordcob,roys2728,13,False,unknown,False,unknown
1288,geocrazy,thequietstorm88,34,False,unknown,False,unknown
1289,lani_martin,thequietstorm88,1584,True,george mason university,False,unknown
1290,geosmart,mikew1123,1008,False,unknown,True,texas tech university
1291,ido marom,mikew1123,259,False,unknown,True,texas tech university
1292,issa1,mikew1123,39,False,unknown,True,texas tech university
1293,ginaroz,northberic,13,False,unknown,False,unknown
1294,godenfiles,muwanga ronie,17,True,busitema university,False,unknown
1295,hills95,muwanga ronie,5,True,uganda christian university - mbale university college,False,unknown
1296,godofsix,osuntoye,32,False,unknown,False,unknown
1297,olatubosun,osuntoye,8,True,the george washington university,False,unknown
1298,gregory williams,lksnds,8,False,unknown,False,unknown
1299,gregory williams,someplacemapperct,3,False,unknown,False,unknown
1300,happy-camper,mapintosh,1,False,unknown,False,unknown
1301,hills95,mapintosh,931,True,uganda christian university - mbale university college,False,unknown
1302,hawa adinani,ivan 17,2,False,unknown,True,uganda christian university - mbale university college
1303,hawa adinani,yusuf hamba,15,False,unknown,True,busitema university
1304,namu derrico,yusuf hamba,57,True,uganda christian university - mbale university college,True,busitema university
1305,henkinator023,maddie simpson,3,False,unknown,False,unknown
1306,lorenzostucchi,maddie simpson,12,True,politecnico di milano,False,unknown
1307,hills95,ice256,1756,True,uganda christian university - mbale university college,False,unknown
1308,hills95,josie studd,163,True,uganda christian university - mbale university college,False,unknown
1309,hills95,jpg239,14,True,uganda christian university - mbale university college,False,unknown
1310,hills95,kevinwien,48,True,uganda christian university - mbale university college,False,unknown
1311,hills95,liam18929920,4624,True,uganda christian university - mbale university college,False,unknown
1312,keuber patrick,liam18929920,1,False,unknown,False,unknown
1313,hills95,mahabala henry,47,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1314,ivan 17,mahabala henry,3,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1315,hills95,meryre,267,True,uganda christian university - mbale university college,False,unknown
1316,jkmakowka,meryre,2,False,unknown,False,unknown
1317,liam18929920,meryre,82,False,unknown,False,unknown
1318,hills95,mutenyo joan,8,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1319,hills95,nidhi malik,72,True,uganda christian university - mbale university college,False,unknown
1320,klain890,nidhi malik,296,True,busitema university,False,unknown
1321,hills95,panasko,12,True,uganda christian university - mbale university college,False,unknown
1322,hills95,richard dalmat,2,True,uganda christian university - mbale university college,True,busitema university
1323,hills95,roisin96,8647,True,uganda christian university - mbale university college,False,unknown
1324,liam18929920,roisin96,474,False,unknown,False,unknown
1325,hills95,ruby stewart,983,True,uganda christian university - mbale university college,False,unknown
1326,liam18929920,ruby stewart,166,False,unknown,False,unknown
1327,roisin96,ruby stewart,198,False,unknown,False,unknown
1328,hills95,simon c loose,8,True,uganda christian university - mbale university college,False,unknown
1329,nabulo carol,simon c loose,16,True,uganda christian university - mbale university college,False,unknown
1330,hills95,sisye isaiah,12,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1331,hills95,sollyishack,48,True,uganda christian university - mbale university college,False,unknown
1332,hills95,suranokr,133,True,uganda christian university - mbale university college,False,unknown
1333,pandabear,suranokr,23,False,unknown,False,unknown
1334,hills95,vipos,17,True,uganda christian university - mbale university college,False,unknown
1335,hills95,yurasi,3,True,uganda christian university - mbale university college,False,unknown
1336,iidaut,jkalz,5,False,unknown,True,busitema university
1337,ilaydas,murat besler,4,False,unknown,False,unknown
1338,kostik,murat besler,2,False,unknown,False,unknown
1339,imarianne,sab27,22,True,universidad nacional de ingenieria,False,unknown
1340,imp_gl,yorvik prestigitator,1,False,unknown,False,unknown
1341,jpennycook,yorvik prestigitator,5,False,unknown,False,unknown
1342,itsukishindo,nhamoudi,1218,True,university of south carolina,False,unknown
1343,mapmaker lp,nhamoudi,18,True,university of south carolina,False,unknown
1344,itsukishindo,ohanaunited,178,True,university of south carolina,False,unknown
1345,mapmaker lp,ohanaunited,302,True,university of south carolina,False,unknown
1346,jkmakowka,steven_boyd,9,False,unknown,False,unknown
1347,joria,kerrymapper,16,False,unknown,False,unknown
1348,kaitlynh,kerrymapper,50,True,college of william and mary,False,unknown
1349,judithkamugisha,m alejo,1392,True,makerere university,True,universidad de antioquia
1350,judithkamugisha,pandabear,433,True,makerere university,False,unknown
1351,juweni,red_ranger,434,True,gulu university,False,unknown
1352,juweni,whatmeinfallible,37,True,gulu university,False,unknown
1353,kadir612,merve_ugur,2,False,unknown,False,unknown
1354,kilsedar,rafaela pb,165,True,politecnico di milano,False,unknown
1355,kombe1207,lowenz,2,True,university of dar es salaam,True,kumi university
1356,kreuzschnabel,stonemill2,10,False,unknown,False,unknown
1357,saltyone,stonemill2,92,False,unknown,False,unknown
1358,secondedition,stonemill2,13,False,unknown,False,unknown
1359,lani_martin,mywayornohighway,110,True,george mason university,False,unknown
1360,lani_martin,nzak88,1396,True,george mason university,False,unknown
1361,lani_martin,qorinaputri,10,True,george mason university,False,unknown
1362,lani_martin,spawkly,2301,True,george mason university,False,unknown
1363,maclondon,mcld,10,False,unknown,False,unknown
1364,maclondon,ridixcr,2,False,unknown,False,unknown
1365,maclondon,spiregrain,7,False,unknown,False,unknown
1366,mcld,spiregrain,3,False,unknown,False,unknown
1367,peregrination,spiregrain,3,False,unknown,False,unknown
1368,maclondon,user9319062,5,False,unknown,False,unknown
1369,maclondon,weasel-wiesel,6,False,unknown,False,unknown
1370,peregrination,weasel-wiesel,4,False,unknown,False,unknown
1371,mcheckimport,stefano21,6,False,unknown,False,unknown
1372,michael montani,stefano21,20,True,politecnico di milano,False,unknown
1373,melody-a,shazm,2,False,unknown,False,unknown
1374,meridianeum,prinzvizzy,32,False,unknown,False,unknown
1375,michael montani,peter14,13,True,politecnico di milano,False,unknown
1376,mugabi henry,ngumenawesamson,248,True,busitema university,False,unknown
1377,mugabi henry,u aye maung,1,True,busitema university,False,unknown
1378,nabulo carol,sarahjoy,4,True,uganda christian university - mbale university college,True,uganda christian university - mbale university college
1379,naturinda,sara_j,2,True,makerere university,False,unknown
1380,nelsonoaks,noswet,32,True,federal university of technology - akure,False,unknown
1381,nesim,ozkanabdllh,14,False,unknown,False,unknown
1382,nesim,setenay,2,False,unknown,False,unknown
1383,nielkrokodil,patricia kanyerere,1,False,unknown,True,uganda christian university - mbale university college
1384,nushsaid,temitope,784,False,unknown,True,federal university of technology - akure
1385,olatubosun,paulo martim,1182,True,the george washington university,False,unknown
1386,olatubosun,sp!ke,168,True,the george washington university,False,unknown
1387,olatubosun,usefulness,319,True,the george washington university,True,ahmadu bello university zaria
1388,oldcor,palolo,754,False,unknown,False,unknown
1389,painkill,sokol1901,2,False,unknown,False,unknown
1390,ratrun,tugume dan,28,False,unknown,True,busitema university
1391,ratrun,uncle bourbon,6,False,unknown,False,unknown
1392,rene78,vanagaudi,80,False,unknown,False,unknown
1393,sushi_klaus,tonybendell,8,False,unknown,False,unknown
1394,tars4815,theb37,1920,True,politecnico di milano,False,unknown
1395,tars4815,wernerp,14,True,politecnico di milano,False,unknown
1396,tars4815,wonderworld,605,True,politecnico di milano,False,unknown
1397,tonybendell,toyotagps,1,False,unknown,False,unknown
1398,wmietek,wmyrda,22,False,unknown,False,unknown
1399,yercizenler,zeykaya,4,False,unknown,False,unknown
